index,race_id,horse_id,won,y_predict,top_prediction,accuracy
125,5087,1959,0,0.41785046,0,False
126,5088,2886,0,0.41171893,0,False
127,5088,985,0,0.35923052,0,False
128,5088,2154,0,0.60622287,1,False
129,5088,4088,0,0.38164887,0,False
130,5088,3968,0,0.38471,0,False
131,5088,1290,0,0.44745484,0,False
132,5088,2339,0,0.2605704,0,False
133,5088,2536,1,0.38444263,0,False
134,5088,2578,0,0.5470297,0,False
135,5088,1787,0,0.4906113,0,False
136,5088,2091,0,0.13292667,0,False
137,5089,3135,0,0.2191728,0,False
138,5089,174,0,0.3517022,0,False
139,5089,928,0,0.16851833,0,False
140,5089,2401,0,0.37654853,0,False
141,5089,958,1,0.60518426,1,True
142,5089,1920,0,0.18637891,0,False
143,5089,1285,0,0.31812322,0,False
144,5089,1811,0,0.41741863,0,False
145,5089,3960,0,0.3574842,0,False
146,5089,3233,0,0.18834248,0,False
147,5089,3973,0,0.19901207,0,False
148,5089,637,0,0.58290833,0,False
149,5089,2410,0,0.32089287,0,False
150,5089,2623,0,0.20719217,0,False
151,5090,2871,0,0.20376706,0,False
152,5090,2903,0,0.66353714,1,False
153,5090,3435,1,0.2067508,0,False
154,5090,2265,0,0.24942832,0,False
155,5090,3725,0,0.51792514,0,False
156,5090,664,0,0.1665458,0,False
157,5090,2135,0,0.32054934,0,False
158,5090,3002,0,0.36021885,0,False
159,5090,1898,0,0.3347747,0,False
160,5090,1562,0,0.13649724,0,False
161,5090,21,0,0.3616895,0,False
162,5090,1316,0,0.51144254,0,False
163,5090,3957,0,0.271631,0,False
164,5090,1841,0,0.4445337,0,False
165,5091,2189,0,0.6115197,0,False
166,5091,1799,0,0.2686906,0,False
167,5091,126,1,0.2885537,0,False
168,5091,35,0,0.43801773,0,False
169,5091,2097,0,0.8334022,1,False
170,5091,1466,0,0.07497416,0,False
171,5091,3425,0,0.23279907,0,False
172,5091,166,0,0.10998538,0,False
173,5091,1038,0,0.43161166,0,False
174,5091,1426,0,0.28913674,0,False
175,5091,695,0,0.35260463,0,False
176,5091,1711,0,0.22793436,0,False
177,5092,325,1,0.61216986,0,False
178,5092,2590,0,0.27100083,0,False
179,5092,3401,0,0.7010919,1,False
180,5092,653,0,0.16096252,0,False
181,5092,2709,0,0.31711763,0,False
182,5092,4299,0,0.6566935,0,False
183,5092,652,0,0.5179059,0,False
184,5092,661,0,0.46889842,0,False
185,5092,2424,0,0.112829804,0,False
186,5092,1003,0,0.11553645,0,False
187,5092,3971,0,0.50958914,0,False
188,5092,19,0,0.34305194,0,False
189,5092,1094,0,0.16370668,0,False
190,5092,3032,0,0.32898566,0,False
191,5093,1538,0,0.23794878,0,False
192,5093,3138,1,0.5448007,0,False
193,5093,172,0,0.46839926,0,False
194,5093,3100,0,0.37574127,0,False
195,5093,2696,0,0.18223077,0,False
196,5093,1753,0,0.55223954,1,False
197,5093,2249,0,0.35704845,0,False
198,5093,320,0,0.09287537,0,False
199,5093,1612,0,0.20999144,0,False
200,5093,2799,0,0.1923738,0,False
201,5093,1446,0,0.17837222,0,False
202,5093,3007,0,0.38449526,0,False
203,5093,3517,0,0.41732192,0,False
204,5094,688,0,0.4404832,0,False
205,5094,86,0,0.14283626,0,False
206,5094,867,0,0.56162596,1,False
207,5094,3524,0,0.35656708,0,False
208,5094,165,0,0.27941594,0,False
209,5094,115,0,0.2794192,0,False
210,5094,1541,0,0.36440772,0,False
211,5094,3183,0,0.087661944,0,False
212,5094,3730,0,0.40994823,0,False
213,5094,1293,0,0.2110337,0,False
214,5094,3974,0,0.1488603,0,False
215,5094,1570,1,0.3267252,0,False
216,5094,607,0,0.46067664,0,False
217,5094,1063,0,0.20959917,0,False
218,5095,811,0,0.15472616,0,False
219,5095,3050,0,0.35626903,0,False
220,5095,158,0,0.39175996,0,False
221,5095,1333,0,0.15620305,0,False
222,5095,3202,0,0.31555068,0,False
223,5095,2402,0,0.3832036,0,False
224,5095,1649,0,0.22044691,0,False
225,5095,4024,0,0.58748955,1,False
226,5095,512,0,0.43888047,0,False
227,5095,966,0,0.17487752,0,False
228,5095,85,1,0.45581406,0,False
229,5095,3967,0,0.15255217,0,False
230,5095,1931,0,0.12515996,0,False
231,5095,1084,0,0.49610385,0,False
232,5096,3863,0,0.17769524,0,False
233,5096,2867,1,0.6795823,1,True
234,5096,3460,0,0.12484513,0,False
235,5096,167,0,0.23744893,0,False
236,5096,481,0,0.52001625,0,False
237,5096,4235,0,0.5389856,0,False
238,5096,122,0,0.3151659,0,False
239,5096,2404,0,0.38153625,0,False
240,5096,2422,0,0.12165255,0,False
241,5096,3017,0,0.1892243,0,False
242,5096,3004,0,-0.0016347739,0,False
243,5096,896,0,0.38092586,0,False
244,5097,1844,0,0.3328757,0,False
245,5097,1974,0,0.17652695,0,False
246,5097,2529,0,0.6119956,0,False
247,5097,3845,0,0.56686836,0,False
248,5097,1574,1,0.809584,1,True
249,5097,2521,0,0.23920438,0,False
250,5097,1644,0,0.2945308,0,False
251,5097,1299,0,0.4993341,0,False
252,5097,935,0,0.4326777,0,False
253,5097,30,0,0.19090992,0,False
254,5097,2960,0,0.08837455,0,False
255,5097,3362,0,0.15089951,0,False
256,5097,1622,0,0.6232989,0,False
257,5097,2737,0,0.08742841,0,False
258,5098,1889,0,0.27533886,0,False
259,5098,1646,0,0.31072667,0,False
260,5098,3498,0,0.07784226,0,False
261,5098,687,0,0.4600313,0,False
262,5098,4129,0,0.23702925,0,False
263,5098,212,0,0.264847,0,False
264,5098,3503,0,0.3458521,0,False
265,5098,4196,1,0.55127144,0,False
266,5098,291,0,0.20927548,0,False
267,5098,1804,0,0.1918118,0,False
268,5098,2084,0,0.2715338,0,False
269,5098,39,0,0.29112777,0,False
270,5098,2702,0,0.20345066,0,False
271,5098,2840,0,0.5831024,1,False
272,5099,1606,0,0.36204794,0,False
273,5099,2865,0,0.5265422,0,False
274,5099,2086,0,0.32670575,0,False
275,5099,3793,0,0.22596158,0,False
276,5099,1289,0,0.56476074,0,False
277,5099,1286,0,0.8094453,1,False
278,5099,2382,0,0.69207346,0,False
279,5099,2300,0,0.7025282,0,False
280,5099,3507,0,0.16521703,0,False
281,5099,1542,0,0.14882404,0,False
282,5099,1997,1,0.46975482,0,False
283,5099,1641,0,0.3014066,0,False
284,5100,660,0,0.057665277,0,False
285,5100,3796,0,0.6569766,0,False
286,5100,851,0,0.86278605,1,False
287,5100,1140,0,0.6092603,0,False
288,5100,2862,0,0.3880195,0,False
289,5100,3720,0,0.11488547,0,False
290,5100,3264,0,0.31265146,0,False
291,5100,596,1,0.54221696,0,False
292,5100,9,0,0.07144798,0,False
293,5100,3825,0,0.41636202,0,False
294,5100,22,0,0.3735745,0,False
295,5100,3809,0,0.17839934,0,False
296,5101,1252,0,0.5074506,0,False
297,5101,1710,0,0.44821334,0,False
298,5101,411,0,0.46557617,0,False
299,5101,2132,0,0.21137296,0,False
300,5101,3071,1,0.99139786,1,True
301,5101,1643,0,0.5236176,0,False
302,5101,1569,0,0.39205408,0,False
303,5101,1055,0,0.10262353,0,False
304,5101,38,0,0.09330046,0,False
305,5101,1938,0,0.24537933,0,False
306,5101,3518,0,0.46763214,0,False
307,5101,1977,0,0.04924573,0,False
308,5102,339,0,0.23821725,0,False
309,5102,3969,0,0.25964856,0,False
310,5102,2445,0,0.8539539,1,False
311,5102,2533,0,0.38361713,0,False
312,5102,413,0,0.34049213,0,False
313,5102,3022,1,0.45226318,0,False
314,5102,1125,0,0.16492943,0,False
315,5102,1978,0,0.46256346,0,False
316,5102,2244,0,0.14677967,0,False
317,5102,3893,0,0.5501104,0,False
318,5102,1609,0,0.15350446,0,False
319,5102,449,0,0.27685654,0,False
320,5103,4288,0,0.2237257,0,False
321,5103,981,0,0.59185374,0,False
322,5103,1257,0,0.3309688,0,False
323,5103,102,1,0.36677274,0,False
324,5103,1239,0,0.32479098,0,False
325,5103,3688,0,0.27737358,0,False
326,5103,3464,0,0.71176034,0,False
327,5103,327,0,0.92773795,1,False
328,5103,2119,0,0.19153617,0,False
329,5103,2221,0,0.17371592,0,False
330,5103,1231,0,0.4812591,0,False
331,5103,1919,0,0.19659494,0,False
332,5104,3191,0,0.42562413,0,False
333,5104,3198,0,0.15613377,0,False
334,5104,3819,0,0.26814324,0,False
335,5104,2235,0,0.653844,1,False
336,5104,575,1,0.50472367,0,False
337,5104,2405,0,0.17068885,0,False
338,5104,1702,0,0.64178586,0,False
339,5104,1555,0,0.5474824,0,False
340,5104,658,0,0.12954046,0,False
341,5104,2078,0,0.09166059,0,False
342,5104,2099,0,0.08969024,0,False
343,5104,994,0,0.20878513,0,False
344,5105,985,0,0.35769036,0,False
345,5105,2335,0,0.31593487,0,False
346,5105,2347,0,0.41676047,0,False
347,5105,836,1,0.5959027,1,True
348,5105,1656,0,0.24592848,0,False
349,5105,4226,0,0.22295192,0,False
350,5105,3757,0,0.32463077,0,False
351,5105,2732,0,0.5513866,0,False
352,5105,3201,0,0.03289324,0,False
353,5105,1802,0,0.3071142,0,False
354,5105,3042,0,0.36962226,0,False
355,5106,2453,0,0.48844862,0,False
356,5106,3937,0,0.05642982,0,False
357,5106,2523,0,0.30741295,0,False
358,5106,983,0,0.57513475,1,False
359,5106,1241,0,0.27988082,0,False
360,5106,3470,0,0.18231186,0,False
361,5106,3385,0,0.46506706,0,False
362,5106,1139,0,0.2910409,0,False
363,5106,1611,0,0.24379283,0,False
364,5106,1886,0,0.53734726,0,False
365,5106,3771,0,0.26818806,0,False
366,5106,34,1,0.3534733,0,False
367,5107,787,0,0.28559485,0,False
368,5107,342,0,0.6502211,1,False
369,5107,1580,0,0.27095783,0,False
370,5107,2443,0,0.1425525,0,False
371,5107,292,0,0.5155358,0,False
372,5107,454,0,0.08866031,0,False
373,5107,2756,0,0.38079572,0,False
374,5107,1600,0,0.5640827,0,False
375,5107,168,0,0.6010902,0,False
376,5107,1655,0,0.31814557,0,False
377,5107,998,1,0.6007382,0,False
378,5107,179,0,0.29260656,0,False
379,5107,4192,0,0.31361043,0,False
380,5107,955,0,0.24377029,0,False
381,5108,323,0,0.4206954,0,False
382,5108,153,0,0.26928237,0,False
383,5108,3020,0,0.51547796,0,False
384,5108,2102,0,0.111758985,0,False
385,5108,4194,0,0.66316533,1,False
386,5108,2587,0,0.5562441,0,False
387,5108,210,1,0.48904273,0,False
388,5108,152,0,0.37931782,0,False
389,5108,3215,0,0.25915602,0,False
390,5108,1890,0,0.3884928,0,False
391,5108,23,0,0.24349412,0,False
392,5108,2582,0,0.35661346,0,False
393,5108,1259,0,0.055862453,0,False
394,5108,4147,0,0.18028583,0,False
395,5109,2613,0,0.25602645,0,False
396,5109,2589,0,0.27495962,0,False
397,5109,3177,0,0.57106173,0,False
398,5109,4080,0,0.08816172,0,False
399,5109,0,0,0.3560921,0,False
400,5109,2272,0,0.24507983,0,False
401,5109,3401,0,0.26724365,0,False
402,5109,328,0,0.36984926,0,False
403,5109,1432,0,0.8219738,1,False
404,5109,4083,0,0.14571829,0,False
405,5109,1008,1,0.571548,0,False
406,5109,3363,0,0.47242725,0,False
407,5110,2836,0,0.48030484,0,False
408,5110,3864,0,0.5238505,0,False
409,5110,4126,0,0.5181609,0,False
410,5110,508,0,0.37799293,0,False
411,5110,1233,0,0.85107327,0,False
412,5110,3794,0,0.567366,0,False
413,5110,1021,0,0.102348864,0,False
414,5110,3333,0,0.21103962,0,False
415,5110,58,0,0.21820527,0,False
416,5110,844,1,0.8713687,1,True
417,5110,2421,0,0.5649211,0,False
418,5110,2105,0,0.09926667,0,False
419,5110,314,0,0.09954621,0,False
420,5110,700,0,0.38975206,0,False
421,5111,1118,0,0.35523164,0,False
422,5111,1598,0,0.13788803,0,False
423,5111,2870,0,0.14858498,0,False
424,5111,4193,0,0.30112264,0,False
425,5111,1972,0,0.11644035,0,False
426,5111,2556,0,0.26975065,0,False
427,5111,4079,0,0.16760226,0,False
428,5111,309,0,0.7079404,0,False
429,5111,1090,1,0.71779394,1,True
430,5111,2963,0,0.10263861,0,False
431,5111,1800,0,0.39077425,0,False
432,5111,626,0,0.212953,0,False
433,5111,2237,0,0.26517662,0,False
434,5111,3975,0,0.28575534,0,False
435,5112,2225,0,0.16978513,0,False
436,5112,1157,0,0.22830255,0,False
437,5112,1879,1,0.8689163,0,False
438,5112,624,0,0.8691171,1,False
439,5112,709,0,0.1731124,0,False
440,5112,936,0,0.41822103,0,False
441,5112,3313,0,0.26811412,0,False
442,5112,2000,0,0.10446596,0,False
443,5112,511,0,0.39126408,0,False
444,5112,4386,0,0.26915118,0,False
445,5112,2267,0,0.5038529,0,False
446,5112,1339,0,0.23076554,0,False
447,5112,3798,0,0.29017818,0,False
448,5113,2558,0,0.52220803,0,False
449,5113,1067,0,0.38232282,0,False
450,5113,2577,0,0.51698,0,False
451,5113,3047,0,0.6971089,1,False
452,5113,1572,1,0.24284382,0,False
453,5113,155,0,0.25006345,0,False
454,5113,3959,0,0.09587609,0,False
455,5113,17,0,0.1261945,0,False
456,5113,1492,0,0.19340798,0,False
457,5113,414,0,0.37221122,0,False
458,5114,4300,0,0.8741553,1,False
459,5114,3044,0,0.41675016,0,False
460,5114,3924,1,0.31658146,0,False
461,5114,691,0,0.6585458,0,False
462,5114,1431,0,0.33789566,0,False
463,5114,2863,0,0.21134515,0,False
464,5114,3999,0,0.13358521,0,False
465,5114,1163,0,0.038987186,0,False
466,5114,4000,0,0.12888199,0,False
467,5114,1357,0,0.68249786,0,False
468,5114,4366,0,0.10058788,0,False
469,5114,1232,0,0.28882128,0,False
470,5115,2248,0,0.39198443,0,False
471,5115,2302,0,0.50403625,0,False
472,5115,4135,0,0.17483008,0,False
473,5115,2651,1,0.6846358,0,False
474,5115,1701,0,0.43200213,0,False
475,5115,2106,0,0.9169433,1,False
476,5115,2540,0,0.18552119,0,False
477,5115,338,0,0.08102665,0,False
478,5115,536,0,0.17755707,0,False
479,5115,1246,0,0.48518762,0,False
480,5115,1282,0,0.32123244,0,False
481,5115,4336,0,0.155653,0,False
482,5115,656,0,0.24977648,0,False
483,5116,2400,0,0.20037687,0,False
484,5116,1238,0,0.3563152,0,False
485,5116,3502,0,0.48858842,0,False
486,5116,2100,0,0.23978862,0,False
487,5116,1695,0,0.5337276,0,False
488,5116,4089,0,0.58009,0,False
489,5116,4307,0,0.037083372,0,False
490,5116,1678,0,0.1157664,0,False
491,5116,2912,0,0.15945514,0,False
492,5116,2835,0,0.64983153,0,False
493,5116,3193,0,0.16225035,0,False
494,5116,3000,0,0.37245357,0,False
495,5116,3722,0,0.30781156,0,False
496,5116,3754,1,0.70721096,1,True
497,5117,1292,0,0.22440696,0,False
498,5117,2266,0,0.27939007,0,False
499,5117,928,0,0.55538446,1,False
500,5117,683,0,0.13563815,0,False
501,5117,1616,0,0.16380924,0,False
502,5117,2155,0,0.49303305,0,False
503,5117,3233,0,0.29329252,0,False
504,5117,408,0,0.1522569,0,False
505,5117,1908,0,0.38263476,0,False
506,5117,1308,0,0.29224786,0,False
507,5117,321,1,0.42716375,0,False
508,5117,3870,0,0.29692715,0,False
509,5118,3665,1,0.69785714,1,True
510,5118,2622,0,0.25232524,0,False
511,5118,1680,0,0.398455,0,False
512,5118,653,0,0.28017738,0,False
513,5118,518,0,0.2227764,0,False
514,5118,2408,0,0.4971092,0,False
515,5118,2284,0,0.45984045,0,False
516,5118,1368,0,0.36481628,0,False
517,5118,68,0,-0.0009131026,0,False
518,5118,3323,0,0.12958948,0,False
519,5118,2921,0,0.46575937,0,False
520,5118,32,0,0.17032748,0,False
521,5119,2838,1,0.37966108,0,False
522,5119,3871,0,0.63873035,0,False
523,5119,1052,0,0.48599637,0,False
524,5119,209,0,0.11263252,0,False
525,5119,493,0,0.3550729,0,False
526,5119,2520,0,0.30548692,0,False
527,5119,963,0,0.6487906,1,False
528,5119,1756,0,0.29348758,0,False
529,5119,2866,0,0.11493909,0,False
530,5119,3721,0,0.10443299,0,False
531,5119,926,0,0.08581328,0,False
532,5119,4229,0,0.3703596,0,False
533,5120,2112,0,0.090394884,0,False
534,5120,2561,0,0.5637652,0,False
535,5120,974,0,0.41949138,0,False
536,5120,1495,0,0.33297828,0,False
537,5120,2522,0,0.36392245,0,False
538,5120,1283,0,0.46175486,0,False
539,5120,3192,1,0.6321134,1,True
540,5120,2493,0,0.33130756,0,False
541,5120,1348,0,0.25600907,0,False
542,5120,3887,0,0.25544035,0,False
543,5120,1642,0,0.31428578,0,False
544,5120,4283,0,0.23511574,0,False
545,5121,2960,0,0.5408854,0,False
546,5121,625,0,0.31049705,0,False
547,5121,1722,0,0.32663694,0,False
548,5121,1603,0,0.2794947,0,False
549,5121,4359,0,0.2810205,0,False
550,5121,706,0,0.32651716,0,False
551,5121,779,0,0.09432259,0,False
552,5121,705,0,0.23873577,0,False
553,5121,3920,0,0.640228,1,False
554,5121,703,1,0.42412817,0,False
555,5121,38,0,0.0924929,0,False
556,5121,4217,0,0.15626228,0,False
557,5122,481,0,0.5439852,0,False
558,5122,122,0,0.26251158,0,False
559,5122,2218,0,0.37451857,0,False
560,5122,3001,1,0.39949104,0,False
561,5122,655,0,0.12128114,0,False
562,5122,158,0,0.47390947,0,False
563,5122,848,0,0.5288107,0,False
564,5122,1291,0,0.23011523,0,False
565,5122,3972,0,0.6558797,0,False
566,5122,2592,0,0.8064774,1,False
567,5122,3339,0,0.15177353,0,False
568,5122,406,0,0.28299755,0,False
569,5123,2738,0,0.4122495,0,False
570,5123,3185,0,0.6517297,0,False
571,5123,2538,0,0.21061471,0,False
572,5123,2681,0,0.06991313,0,False
573,5123,3234,0,0.3622473,0,False
574,5123,1918,0,0.33135858,0,False
575,5123,1583,0,0.17068885,0,False
576,5123,812,0,0.19308572,0,False
577,5123,3849,0,0.23685,0,False
578,5123,1752,1,0.8082383,1,True
579,5123,3515,0,0.31662813,0,False
580,5123,4290,0,0.2772745,0,False
581,5124,2799,0,0.6975791,0,False
582,5124,1264,0,0.50742024,0,False
583,5124,563,0,0.070315644,0,False
584,5124,36,0,0.3428067,0,False
585,5124,466,0,0.35137185,0,False
586,5124,4088,0,0.2790952,0,False
587,5124,1974,0,0.21750873,0,False
588,5124,2563,0,0.39036584,0,False
589,5124,1754,0,0.054111872,0,False
590,5124,3052,0,0.53138626,0,False
591,5124,2581,1,0.42092472,0,False
592,5124,322,0,0.89087844,1,False
593,5125,4004,0,0.26278073,0,False
594,5125,3580,0,0.5925876,0,False
595,5125,839,0,0.8800498,1,False
596,5125,3641,0,0.08445976,0,False
597,5125,3642,0,0.12975088,0,False
598,5125,418,0,0.76551825,0,False
599,5125,217,0,0.7493806,0,False
600,5125,510,0,0.086634405,0,False
601,5125,3024,1,0.3562921,0,False
602,5126,4279,0,0.4172917,0,False
603,5126,3672,0,0.33159843,0,False
604,5126,3135,0,0.17256212,0,False
605,5126,1617,0,0.5530324,0,False
606,5126,2443,0,0.22424835,0,False
607,5126,2406,0,0.1717626,0,False
608,5126,18,1,0.48349595,0,False
609,5126,650,0,0.047034785,0,False
610,5126,4067,0,0.6207842,0,False
611,5126,321,0,0.55763257,0,False
612,5126,1704,0,0.22450356,0,False
613,5126,651,0,0.27458006,0,False
614,5126,1073,0,0.31669167,0,False
615,5126,3644,0,0.6290421,1,False
616,5127,3864,0,0.50950277,1,False
617,5127,3391,0,0.28197646,0,False
618,5127,3140,0,0.08089066,0,False
619,5127,3334,1,0.4387722,0,False
620,5127,1124,0,0.32294607,0,False
621,5127,3774,0,0.37734255,0,False
622,5127,1245,0,0.13804342,0,False
623,5127,4184,0,0.40167436,0,False
624,5127,3337,0,0.50617737,0,False
625,5127,2469,0,0.48675716,0,False
626,5127,2740,0,0.4229641,0,False
627,5127,2528,0,0.43714353,0,False
628,5127,2219,0,0.0044673528,0,False
629,5127,692,0,0.4237163,0,False
630,5128,163,0,0.26059115,0,False
631,5128,305,0,0.72201866,1,False
632,5128,3729,0,0.34447557,0,False
633,5128,1959,0,0.28946596,0,False
634,5128,2245,0,0.11129746,0,False
635,5128,1471,0,0.18771234,0,False
636,5128,4266,0,0.45906544,0,False
637,5128,3639,1,0.3064763,0,False
638,5128,2584,0,0.36538088,0,False
639,5128,1356,0,0.27417362,0,False
640,5128,1329,0,0.1169025,0,False
641,5128,1279,0,0.30635738,0,False
642,5128,2718,0,0.15346947,0,False
643,5129,2621,0,0.2305623,0,False
644,5129,2871,0,0.4149659,0,False
645,5129,3552,0,0.14874162,0,False
646,5129,2590,0,0.29464525,0,False
647,5129,4327,0,0.65551114,0,False
648,5129,1257,0,0.27369604,0,False
649,5129,1979,1,0.23344615,0,False
650,5129,781,0,0.23904261,0,False
651,5129,3433,0,0.2192765,0,False
652,5129,1607,0,0.3520732,0,False
653,5129,1556,0,0.16648674,0,False
654,5129,2710,0,0.21167973,0,False
655,5129,3781,0,0.7047684,1,False
656,5129,3032,0,0.26799023,0,False
657,5130,1798,0,0.12869808,0,False
658,5130,4118,0,0.13512193,0,False
659,5130,2709,0,0.53526807,0,False
660,5130,2801,0,0.7948289,1,False
661,5130,2399,0,0.308809,0,False
662,5130,2817,0,0.11269131,0,False
663,5130,3876,0,0.32319242,0,False
664,5130,652,0,0.29365885,0,False
665,5130,3783,0,0.119097985,0,False
666,5130,19,1,0.51802224,0,False
667,5130,1885,0,0.6787183,0,False
668,5130,3142,0,0.110423535,0,False
669,5130,3143,0,0.35617375,0,False
670,5130,1374,0,0.49379167,0,False
671,5131,1297,0,0.36514997,0,False
672,5131,1844,0,0.6492792,1,False
673,5131,2154,0,0.23128289,0,False
674,5131,3673,0,0.3479737,0,False
675,5131,3938,0,0.43274722,0,False
676,5131,1652,0,0.025555134,0,False
677,5131,833,0,0.5401907,0,False
678,5131,2529,0,0.3390614,0,False
679,5131,696,1,0.4676425,0,False
680,5131,2000,0,0.5074563,0,False
681,5131,2521,0,0.08788689,0,False
682,5131,3362,0,0.05557572,0,False
683,5131,2702,0,0.29400504,0,False
684,5131,2091,0,0.10830794,0,False
685,5132,1033,1,0.9834971,1,True
686,5132,3663,0,0.3286573,0,False
687,5132,4005,0,0.5586914,0,False
688,5132,2217,0,0.28478956,0,False
689,5132,2085,0,0.13455476,0,False
690,5132,1594,0,0.046618152,0,False
691,5133,1792,0,0.6423591,0,False
692,5133,2453,0,0.25448483,0,False
693,5133,2652,0,0.43865752,0,False
694,5133,1560,0,0.31031403,0,False
695,5133,296,0,0.2370285,0,False
696,5133,1312,0,0.6592825,0,False
697,5133,1241,0,0.05672781,0,False
698,5133,3385,0,0.27505967,0,False
699,5133,1955,1,0.3441098,0,False
700,5133,2169,0,0.87337416,1,False
701,5133,3470,0,0.12505318,0,False
702,5133,601,0,0.39137995,0,False
703,5133,811,0,0.48484167,0,False
704,5133,3062,0,0.07965083,0,False
705,5134,3509,0,0.54758596,0,False
